name,name_kr,artist,label,type,level,bg_img
Xuxa,Xuxa,Smiley,d,d,17,https://piugame.com/data/song_img/4cb90d0696403eef2913182e0fa88276.png
Fires of Destiny,Fires of Destiny,Jehezukiel,s,s,20,https://piugame.com/data/song_img/246c0d78b30bf28204d7ef28be5a0f5b.png
Slapstick Parfait,Slapstick Parfait,t+pazolite,s,s,16,https://piugame.com/data/song_img/82967750fa217abeeea65af61e86b44d.png
Stardust Overdrive,Stardust Overdrive,typeMARS,d,d,19,https://piugame.com/data/song_img/b9be99d658d2ab83f12a236a1b3246bb.png
Nostalgia,Nostalgia,Woody,d,d,10,https://piugame.com/data/song_img/8c79ce4830470629ea3de71335222909.png
Smile Diary,Smile Diary,you,d,d,17,https://piugame.com/data/song_img/e53ffebb889fba8647191794136e24a9.png
Heart Attack,Heart Attack,DJ Counterforce,s,s,18,https://piugame.com/data/song_img/bbe9961fab6c7bbe7a10f7fc69f8f90f.png
Cygnus,Cygnus,nato,s,s,11,https://piugame.com/data/song_img/d3bb74a1485528e8428315183eaa1544.png
Arcana Force,Arcana Force,mzet:-P,s,s,09,https://piugame.com/data/song_img/069ce59bbca7f929cd0a2b6c80ea791c.png
Hellfire,Hellfire,Memme,d,d,19,https://piugame.com/data/song_img/d6b7df162464f8e926cb984462d61f0c.png
Follow me,Follow me,SHK,c,c,n2,https://piugame.com/data/song_img/fb5850b7b105c2402744693afe418957.png
I Want U,I Want U,MAX,d,d,14,https://piugame.com/data/song_img/d56f4754be78f6287098ec4f3c71f593.png
Monolith,Monolith,Affinity,s,s,15,https://piugame.com/data/song_img/909e5df346a72fcd09b5376d50a007c9.png
Lepton Strike,Lepton Strike,Nato,s,s,21,https://piugame.com/data/song_img/8958722ae115e6fea37e0435ae7aa63e.png
Final Audition Ep. 2-X - SHORT CUT -,Final Audition Ep. 2-X - SHORT CUT -,YAHPP,s,s,20,https://piugame.com/data/song_img/7fae3405480b558ef84377c9aa09edf9.png
Solitary,Solitary,BanYa,d,d,10,https://piugame.com/data/song_img/c07fdf7ae417843cacfde0fca25ed157.png
Clue,Clue,Transin,s,s,16,https://piugame.com/data/song_img/13ca5d7ee2680c131bfd00f0a4700597.png
Iolite Sky,Iolite Sky,Doin,d,d,18,https://piugame.com/data/song_img/f31f845bdc8584adce799fe78a775fdb.png
Utopia,Utopia,Smiley,d,d,18,https://piugame.com/data/song_img/00843a3856bebbb34316d9c8368e23a1.png
Rolling Christmas,Rolling Christmas,BanYa,s,s,08,https://piugame.com/data/song_img/744e973eeccd43765eb616bb0cad04e6.png
Love is a Danger Zone,Love is a Danger Zone,BanYa,d,d,17,https://piugame.com/data/song_img/6779c6a770903e82d8656f65fdb4d2dd.png
HYPERCUBE,HYPERCUBE,MAX,d,d,15,https://piugame.com/data/song_img/9ffa8f21aff2ee11baa0d0e5d2e50579.png
Sugar Conspiracy Theory,Sugar Conspiracy Theory,MAX,d,d,11,https://piugame.com/data/song_img/0bdfc5f0e5b53f865872306f51fc0f32.png
Red Swan,Red Swan,Yahpp,d,d,22,https://piugame.com/data/song_img/4ed6328198a420cf65a3ea9407ea1af0.png
Love Is A Danger Zone(Cranky Mix),Love Is A Danger Zone(Cranky Mix),BanYa & Cranky,d,d,20,https://piugame.com/data/song_img/72a5b43b6f620b5a785a673f53e38e1c.png
V3,V3,BeautifulDay,d,d,21,https://piugame.com/data/song_img/71b20bf74fcf632d8c10e39614243015.png
V3,V3,BeautifulDay,s,s,09,https://piugame.com/data/song_img/71b20bf74fcf632d8c10e39614243015.png
Black Dragon,Black Dragon,Memme,s,s,17,https://piugame.com/data/song_img/e5e538252c8e9c9ad3e77b04fde32231.png
Annihilator Method,Annihilator Method,DM Ashura,d,d,15,https://piugame.com/data/song_img/3e793e858d8ccd6adc2e5302d13efb8f.png
Ice of Death,Ice of Death,Fiverwater,d,d,17,https://piugame.com/data/song_img/27141402dd0181ae105486ec3ab1a463.png
Mental Rider,Mental Rider,SQUAR,s,s,21,https://piugame.com/data/song_img/1ebb047f3cf0901df3bdf4731a8db7d4.png
Final Audition Ep. 2-2,Final Audition Ep. 2-2,YAHPP,s,s,22,https://piugame.com/data/song_img/586259955404d31e77555357b9d421ee.png
X-Rave,X-Rave,DM Ashura,s,s,17,https://piugame.com/data/song_img/8494a140a5d0651b691651c094035683.png
Ladybug,Ladybug,Coconut,d,d,14,https://piugame.com/data/song_img/c764058ef1abe73675a6b1b288f0104c.png
Mitotsudaira,Mitotsudaira,ETIA.,s,s,15,https://piugame.com/data/song_img/ecf79c1e42b93ee432951987eb08b108.png
Danger & Danger,Danger & Danger,Cranky,d,d,23,https://piugame.com/data/song_img/1234e492a6a6edd6278007705181d137.png
God Mode feat. Skizzo,God Mode feat. Skizzo,Nato,d,d,09,https://piugame.com/data/song_img/b38900d06ba8d8e1d203691c9ada94d8.png
Sudden Romance [PIU Edit],Sudden Romance [PIU Edit],void,d,d,19,https://piugame.com/data/song_img/86d39cb7c937642663fccd5aec0877c2.png
Allegro Con Fuoco,Allegro Con Fuoco,DM Ashura,d,d,23,https://piugame.com/data/song_img/ff186c5488121bb28e0e51eef7b6b2f2.png
Desaparecer,Desaparecer,Applesoda vs MAX,d,d,25,https://piugame.com/data/song_img/c177544632f0d6d1f18bb4ccb672df2c.png
Canon D,Canon D,BanYa,s,s,03,https://piugame.com/data/song_img/8bc90e7b39366efebd9bc42c064c4c9b.png
Mopemope,Mopemope,LeaF,d,d,25,https://piugame.com/data/song_img/f720e52b1bb6625bd869df634102c20b.png
Reality,Reality,SHK,s,s,09,https://piugame.com/data/song_img/a2c8a74650ac15de9f85570e013cff72.png
DJ Otada,DJ Otada,Banya Production,s,s,10,https://piugame.com/data/song_img/2c17de6390412604fb6f68eafc8c4223.png
JANUS,JANUS,MAX,s,s,12,https://piugame.com/data/song_img/2c47815040037dcacc92e4838b5eff82.png
You Got Me Crazy,You Got Me Crazy,MAX,d,d,18,https://piugame.com/data/song_img/e8badaf7cb0e179bb555c5db98dc5abb.png
Broken Karma (PIU EDIT),Broken Karma (PIU EDIT),Quree,d,d,13,https://piugame.com/data/song_img/183930ddd25cd0fd1da322d1584a6291.png
Rock the house - SHORT CUT -,Rock the house - SHORT CUT -,Matduke,s,s,15,https://piugame.com/data/song_img/39375ec9d9aacbc7b96e510bf7ca14b9.png
Monolith,Monolith,Affinity,d,d,22,https://piugame.com/data/song_img/909e5df346a72fcd09b5376d50a007c9.png
Cygnus,Cygnus,nato,d,d,21,https://piugame.com/data/song_img/d3bb74a1485528e8428315183eaa1544.png
Twist of Fate (feat. Ruriling),Twist of Fate (feat. Ruriling),Jehezukiel,c,c,n2,https://piugame.com/data/song_img/39179bd228825e7b84d0004ae9058c2b.png
District 1,District 1,MAX,s,s,10,https://piugame.com/data/song_img/177b37fa13e76d6d517397c992862ea2.png
Sugar Conspiracy Theory,Sugar Conspiracy Theory,MAX,s,s,19,https://piugame.com/data/song_img/0bdfc5f0e5b53f865872306f51fc0f32.png
Allegro Con Fuoco - FULL SONG -,Allegro Con Fuoco - FULL SONG -,DM Ashura,d,d,21,https://piugame.com/data/song_img/ecf5b60d92bfd65eb7ad32d69bfa7bdc.png
Desaparecer,Desaparecer,Applesoda vs MAX,d,d,19,https://piugame.com/data/song_img/c177544632f0d6d1f18bb4ccb672df2c.png
Selfishness,Selfishness,SID-SOUND,s,s,17,https://piugame.com/data/song_img/6c373da7e7749a806e4edd049511e0e5.png
Super Capriccio,Super Capriccio,SHK,d,d,11,https://piugame.com/data/song_img/9aab5bee552aab116a9f4ccbc3c50f34.png
Just Hold On (To All Fighters),Just Hold On (To All Fighters),void,s,s,11,https://piugame.com/data/song_img/a5cdeb1b546d6bbd592dd202c3a79345.png
Stardream (feat. Romelon),Stardream (feat. Romelon),Cashew,s,s,06,https://piugame.com/data/song_img/0a5705bb58882d059fcdbd5aea9b9cce.png
Redline,Redline,Archefluxx,s,s,16,https://piugame.com/data/song_img/e4b9307656a5ecd491868c2d9eef1a42.png
Elise,Elise,DM Ashura,s,s,18,https://piugame.com/data/song_img/3a4e606d1e1b67c3937f1d7c617d852c.png
We Got 2 Know,We Got 2 Know,MAX,d,d,18,https://piugame.com/data/song_img/0b75dc7c2243277815afefc46a62a135.png
Force of Ra,Force of Ra,Memme,s,s,19,https://piugame.com/data/song_img/e53b9b8ba9b687630f6b04147e7e08f0.png
Silhouette Effect,Silhouette Effect,Nato,d,d,20,https://piugame.com/data/song_img/58172b80e511a4f0a773426c18fb4024.png
Cutie Song,Cutie Song,Memme,d,d,17,https://piugame.com/data/song_img/407e597c70954fc0925b41cd905ca913.png
Hestia,Hestia,Gentle Stick,d,d,21,https://piugame.com/data/song_img/6aad0134937d6a0994dbd57a1f41aa78.png
Imagination,Imagination,SHK,s,s,19,https://piugame.com/data/song_img/d2cae42c9796239e8a141eb5fa39872c.png
Scorpion King,Scorpion King,r300k,s,s,19,https://piugame.com/data/song_img/2d8d5d9f38d10d9b8510159a9f1b3191.png
WHISPER,WHISPER,THE BOYZ,s,s,02,https://piugame.com/data/song_img/821e012731725917d2365e1352ad028f.png
Repentance,Repentance,Abel,s,s,10,https://piugame.com/data/song_img/93d5647e7b2b3cdb2b3a04d06f996851.png
PRIME,PRIME,Tatsh,s,s,11,https://piugame.com/data/song_img/b884420c531d98a83a9746e76cd31fa2.png
STORM,STORM,KOYOTE,s,s,04,https://piugame.com/data/song_img/50c49e67d330d6bd6d84b04da8afaa2a.png
Hellfire,Hellfire,Memme,d,d,10,https://piugame.com/data/song_img/d6b7df162464f8e926cb984462d61f0c.png
Stardream -Eurobeat Remix-,Stardream -Eurobeat Remix-,MAX x Cashew x Dave Rodgers,s,s,07,https://piugame.com/data/song_img/1e7f149bb81b419a51d930540d002bec.png
Waltz of Doge,Waltz of Doge,Cashew,s,s,08,https://piugame.com/data/song_img/8e389d6f50ae3129258220d15700e824.png
Super Fantasy,Super Fantasy,SHK,s,s,04,https://piugame.com/data/song_img/3c8de1e739b5d74edde29b76f4d65d77.png
Nakakapagpabagabag,Nakakapagpabagabag,Dasu feat. Kagamine Len,c,c,n2,https://piugame.com/data/song_img/852ab3d601b9fc8699cfde54978b52a4.png
Xeroize,Xeroize,FE,d,d,18,https://piugame.com/data/song_img/50c4cc1811cead8b175df061b10e6307.png
Arirang,Arirang,Banya Production,d,d,22,https://piugame.com/data/song_img/8d55fa3101649d5beb9ee7921b2ea46c.png
Bee,Bee,BanYa,d,d,20,https://piugame.com/data/song_img/53bdf8102ac3b575019a2b42c743d92e.png
Bad Apple!! feat. Nomico - FULL SONG -,Bad Apple!! feat. Nomico - FULL SONG -,Masayoshi Minoshima,d,d,22,https://piugame.com/data/song_img/a5d367b72dbe7ef734cf5d250d3000d5.png
Another Truth,Another Truth,Novasonic,d,d,09,https://piugame.com/data/song_img/99f3f46537f96803c46612b5a8870e87.png
Awakening,Awakening,typeMARS,d,d,09,https://piugame.com/data/song_img/4fd85c9ac5726a4dda88c2a75d1f548f.png
PRIME,PRIME,Tatsh,s,s,07,https://piugame.com/data/song_img/b884420c531d98a83a9746e76cd31fa2.png
Spray,Spray,WEi,d,d,08,https://piugame.com/data/song_img/d89b413ad14fae24007dfdd77a387d6c.png
Sorceress Elise,Sorceress Elise,YAHPP,c,c,n2,https://piugame.com/data/song_img/52ba0f8236f1cc1be8533771c479b36a.png
Elise,Elise,DM Ashura,d,d,17,https://piugame.com/data/song_img/3a4e606d1e1b67c3937f1d7c617d852c.png
Keep On!,Keep On!,雨漏りＰ/ AmamoriP,s,s,06,https://piugame.com/data/song_img/b659ce406e801cbc6f5fd42933eadb06.png
HELIX,HELIX,ESTi,s,s,18,https://piugame.com/data/song_img/05712b8a86cc22bffbd747851d5de1e0.png
Karyawisata,Karyawisata,Vesuvia x REDSHiFT,s,s,20,https://piugame.com/data/song_img/f947459c1bbe1598870853502bf147d6.png
Smile Diary,Smile Diary,you,s,s,19,https://piugame.com/data/song_img/e53ffebb889fba8647191794136e24a9.png
Canon D - FULL SONG -,Canon D - FULL SONG -,Banya,s,s,15,https://piugame.com/data/song_img/50229e66d03afb963174eb74b5c451a6.png
Wedding Crashers - SHORT CUT -,Wedding Crashers - SHORT CUT -,SHK,s,s,11,https://piugame.com/data/song_img/69082c45f8bed5d3bc6a8ce0623f3f19.png
Imprinting,Imprinting,Sakuzyo,d,d,14,https://piugame.com/data/song_img/32c419f173c4eeb2b9f9f92308c60996.png
Maria,Maria,BanYa,s,s,16,https://piugame.com/data/song_img/e7be1b05f93f465e7a90fc32d912faa7.png
Altale,Altale,sakuzyo,s,s,06,https://piugame.com/data/song_img/3aed0157e26dfa040bf84ae1167a22d5.png
Like Me,Like Me,SHK,d,d,13,https://piugame.com/data/song_img/f6c791b1192985fcfa0dc0e874e8e48c.png
Emperor,Emperor,BanYa,d,d,17,https://piugame.com/data/song_img/ec32e893a0030fc132608a1f1e9fbb99.png
Hardkore of the North,Hardkore of the North,Diclonius Kid,s,s,07,https://piugame.com/data/song_img/bd2a88dd76f59d86f3a536dd3afd3ed2.png
Anguished Unmaking,Anguished Unmaking,void,s,s,15,https://piugame.com/data/song_img/8973c7077606b39a0caf896a5dd0c935.png
Dignity,Dignity,Crash,d,d,20,https://piugame.com/data/song_img/f1cb86385e1dcac7b5dd87da181ed2f2.png
Moment Day,Moment Day,MAX,s,s,17,https://piugame.com/data/song_img/2331375eb67334306cd7d189c75d1e09.png
Avalanche,Avalanche,Memme,d,d,19,https://piugame.com/data/song_img/c55b5035aa594ffa59dd1a99aef918c8.png
INFINITY,INFINITY,Lunatic Sounds,s,s,10,https://piugame.com/data/song_img/614525bb9b1e6f28a8415ce51d9534bd.png
Prime Time,Prime Time,Cashew,d,d,20,https://piugame.com/data/song_img/6a9b52dad811828ecba1f4f5d3e6abfe.png
Full Moon,Full Moon,Dreamcatcher,s,s,04,https://piugame.com/data/song_img/992c331c091355947214279619c2a366.png
MATADOR,MATADOR,Cranky,d,d,22,https://piugame.com/data/song_img/2e57f224899a9644cda9632c7795f915.png
Mad5cience,Mad5cience,Paul Bazooka,d,d,16,https://piugame.com/data/song_img/b89582358750bf456ece55c8d917a5d2.png
Cutie Song,Cutie Song,Memme,s,s,11,https://piugame.com/data/song_img/407e597c70954fc0925b41cd905ca913.png
Hardkore of the North,Hardkore of the North,Diclonius Kid,d,d,15,https://piugame.com/data/song_img/bd2a88dd76f59d86f3a536dd3afd3ed2.png
Mr. Larpus,Mr. Larpus,BanYa,d,d,18,https://piugame.com/data/song_img/d5f90344eb4cee421e77fb595a359d55.png
Timing,Timing,HIGHTEEN,d,d,11,https://piugame.com/data/song_img/8ab5981a8fb556f4c0ec89bbf6ea440b.png
STEP,STEP,SID-SOUND ,d,d,18,https://piugame.com/data/song_img/7ce9382a8674664d7ef61ffdbbbeb409.png
Broken Karma (PIU EDIT),Broken Karma (PIU EDIT),Quree,s,s,21,https://piugame.com/data/song_img/183930ddd25cd0fd1da322d1584a6291.png
Leather,Leather,Doin,s,s,18,https://piugame.com/data/song_img/7a7a1b221de07d92d694b1ccd2bb69e0.png
JANUS,JANUS,MAX,d,d,22,https://piugame.com/data/song_img/2c47815040037dcacc92e4838b5eff82.png
Papasito (feat.  KuTiNA) - FULL SONG -,Papasito (feat.  KuTiNA) - FULL SONG -,Yakikaze & Cashew,d,d,14,https://piugame.com/data/song_img/76e8bb9bc8b0893672603d91a99c15d0.png
Tribe Attacker,Tribe Attacker,Hi-G,d,d,10,https://piugame.com/data/song_img/4669bfb9682c12e24b3b7ad032166b69.png
Super Fantasy,Super Fantasy,SHK,d,d,22,https://piugame.com/data/song_img/3c8de1e739b5d74edde29b76f4d65d77.png
VANISH,VANISH,Applesoda,d,d,13,https://piugame.com/data/song_img/f0fb91b69e6f6e88bd53b7a7a3826932.png
Stardream (feat. Romelon),Stardream (feat. Romelon),Cashew,d,d,11,https://piugame.com/data/song_img/0a5705bb58882d059fcdbd5aea9b9cce.png
Rave'til the earth's end,Rave'til the earth's end,5argon,d,d,14,https://piugame.com/data/song_img/667bc06cf24139a395f32e72ae65e7f4.png
XX OPENING - SHORT CUT -,XX OPENING - SHORT CUT -,MAX,s,s,11,https://piugame.com/data/song_img/1986e0d3d7d231a306f676bbe8eece1f.png
CROSS SOUL,CROSS SOUL,HyuN feat. Syepias,d,d,20,https://piugame.com/data/song_img/9a7a0e282cbd94c9c94f605979be9cc2.png
Up & Up (Produced by AWAL),Up & Up (Produced by AWAL),Skizzo,d,d,10,https://piugame.com/data/song_img/6ebee454d88c863cacf04f8f7dd8b8c3.png
Log In,Log In,SHK,d,d,19,https://piugame.com/data/song_img/a2af45f604f7e2fb5ace70132d0f784c.png
Passacaglia,Passacaglia,SynthWulf,d,d,18,https://piugame.com/data/song_img/dbaa447e9e95f33d09686f71ee98141a.png
Hypnosis(SynthWulf Mix),Hypnosis(SynthWulf Mix),BanYa & SynthWulf,d,d,22,https://piugame.com/data/song_img/1f8ba439956cef0aecaa015e29c183c8.png
CHICKEN WING,CHICKEN WING,BanYa,s,s,17,https://piugame.com/data/song_img/8d26b7c6b40b80e288decba3687b14fb.png
Oh! Rosa,Oh! Rosa,BanYa,s,s,14,https://piugame.com/data/song_img/fcf7180b65f446dbcefa441f768dcc50.png
Solitary 1.5,Solitary 1.5,YAHPP,s,s,16,https://piugame.com/data/song_img/62480f642aaa40c2434f512c8b1d1134.png
Death Moon,Death Moon,SHK,d,d,07,https://piugame.com/data/song_img/96f3949597bf4514833e1408efed0ad5.png
Unique,Unique,SHK,d,d,16,https://piugame.com/data/song_img/58403fabf329090e4d54d0116733d2e2.png
Another Truth,Another Truth,Novasonic,s,s,04,https://piugame.com/data/song_img/99f3f46537f96803c46612b5a8870e87.png
Silver Beat feat. ChisaUezono,Silver Beat feat. ChisaUezono,Tatsh,s,s,13,https://piugame.com/data/song_img/c4b69bc29223fecd215299e13986bb08.png
Sudden Romance [PIU Edit],Sudden Romance [PIU Edit],void,s,s,06,https://piugame.com/data/song_img/86d39cb7c937642663fccd5aec0877c2.png
Destination,Destination,SHK,s,s,19,https://piugame.com/data/song_img/be879f5ee944b5f1fe4dc088b7be923f.png
Mr. Larpus,Mr. Larpus,BanYa,d,d,23,https://piugame.com/data/song_img/d5f90344eb4cee421e77fb595a359d55.png
Cutie Song,Cutie Song,Memme,s,s,19,https://piugame.com/data/song_img/407e597c70954fc0925b41cd905ca913.png
Red Snow,Red Snow,Cashew,d,d,18,https://piugame.com/data/song_img/c985f90bafd86a343799244bd18aa7dc.png
Orbit Stabilizer,Orbit Stabilizer,DM Ashura,s,s,21,https://piugame.com/data/song_img/b68addfd9b7eb9c646657ee4f215e799.png
Selfishness,Selfishness,SID-SOUND,d,d,18,https://piugame.com/data/song_img/6c373da7e7749a806e4edd049511e0e5.png
Caprice of Otada,Caprice of Otada,Banya Production,s,s,17,https://piugame.com/data/song_img/aa22337f4318ef0a3628ccb4afae2fb5.png
STEP,STEP,SID-SOUND ,s,s,17,https://piugame.com/data/song_img/7ce9382a8674664d7ef61ffdbbbeb409.png
Clue,Clue,Transin,d,d,20,https://piugame.com/data/song_img/13ca5d7ee2680c131bfd00f0a4700597.png
Chinese restaurant,Chinese restaurant,Memme,s,s,10,https://piugame.com/data/song_img/03770c96fbed570ae8b855c094c0c774.png
Alone,Alone,Highlight,s,s,03,https://piugame.com/data/song_img/f1bc02103c6dc2b47d08cef830176035.png
Sugar Plum,Sugar Plum,Mr. Weq,d,d,11,https://piugame.com/data/song_img/9d407b174aada4561c5da22425bd6a57.png
Idealized Romance,Idealized Romance,void,s,s,18,https://piugame.com/data/song_img/93502de99273144f0d65d4ac1ba513ff.png
GOOD NIGHT - FULL SONG -,GOOD NIGHT - FULL SONG -,Dreamcatcher,s,s,21,https://piugame.com/data/song_img/adaa2f4a9c9e0b2a87ed9882d615622c.png
Obliteration,Obliteration,ATAS,s,s,15,https://piugame.com/data/song_img/54480f352a3f0efb13d92bdf6cce022a.png
Leakage Voltage,Leakage Voltage,Doin,d,d,23,https://piugame.com/data/song_img/bbb4ea1cd59845c2f17fb8aaf3dc538b.png
Moment Day,Moment Day,MAX,d,d,18,https://piugame.com/data/song_img/2331375eb67334306cd7d189c75d1e09.png
CARMEN BUS,CARMEN BUS,StaticSphere & FUGU SUISAN,d,d,22,https://piugame.com/data/song_img/b5116f40bd20cdd585b9a565cfac71a5.png
Pump Me Amadeus,Pump Me Amadeus,BanYa,d,d,15,https://piugame.com/data/song_img/9416d4af818b73beae72ba5e73e58aa1.png
INFINITY,INFINITY,Lunatic Sounds,d,d,19,https://piugame.com/data/song_img/614525bb9b1e6f28a8415ce51d9534bd.png
Maria,Maria,BanYa,s,s,18,https://piugame.com/data/song_img/e7be1b05f93f465e7a90fc32d912faa7.png
Witch Doctor #1,Witch Doctor #1,Yahpp,d,d,21,https://piugame.com/data/song_img/9e6a42eeefc9181183b71a982b0d6a0c.png
Switronic - SHORT CUT -,Switronic - SHORT CUT -,SHK,s,s,17,https://piugame.com/data/song_img/4fc66a9c70838d6a7ec200c5f3563faf.png
Allegro furioso,Allegro furioso,DM ashura,s,s,18,https://piugame.com/data/song_img/e8c609ca4151ca2df88a1d78a762db84.png
Tantanmen,Tantanmen,Memme,d,d,20,https://piugame.com/data/song_img/ba1cf709de84af438c6697c1587528b3.png
Lala,Lala,Yassi Pressman,s,s,14,https://piugame.com/data/song_img/9dccb5b56aff18745238b883d32a4863.png
Ice of Death,Ice of Death,Fiverwater,s,s,11,https://piugame.com/data/song_img/27141402dd0181ae105486ec3ab1a463.png
Red Snow,Red Snow,Cashew,s,s,11,https://piugame.com/data/song_img/c985f90bafd86a343799244bd18aa7dc.png
HYPERCUBE,HYPERCUBE,MAX,s,s,15,https://piugame.com/data/song_img/9ffa8f21aff2ee11baa0d0e5d2e50579.png
Smile Diary,Smile Diary,you,d,d,19,https://piugame.com/data/song_img/e53ffebb889fba8647191794136e24a9.png
甘い誘惑デインジャラスAmai Yuuwaku Dangerous,甘い誘惑デインジャラスAmai Yuuwaku Dangerous,バクステ外神田一丁目 Bakusute Sotokanda Icchome,s,s,06,https://piugame.com/data/song_img/944b44536234a97d16db0c83a1f2bf4f.png
La Cinquantaine,La Cinquantaine,Pory,d,d,20,https://piugame.com/data/song_img/d988b4007f854cb5291f4a92473f913b.png
Kasou Shinja - SHORT CUT -,Kasou Shinja - SHORT CUT -,MAX,s,s,20,https://piugame.com/data/song_img/276d2d193609bd81ac48f917ce3b3668.png
CHICKEN WING,CHICKEN WING,BanYa,s,s,21,https://piugame.com/data/song_img/8d26b7c6b40b80e288decba3687b14fb.png
Orbit Stabilizer,Orbit Stabilizer,DM Ashura,d,d,18,https://piugame.com/data/song_img/b68addfd9b7eb9c646657ee4f215e799.png
Gun Rock,Gun Rock,Banya Production,s,s,17,https://piugame.com/data/song_img/a99628699414126f01156a2eff9c4509.png
Tropicanic,Tropicanic,SHK,d,d,06,https://piugame.com/data/song_img/7599c6b45fc18dacacbd7fa710e1fbbe.png
Radetzky Can Can,Radetzky Can Can,BanYa,d,d,18,https://piugame.com/data/song_img/4649044f9d22c287d56803034fe3a6b7.png
Ignis Fatuus(DM Ashura Mix),Ignis Fatuus(DM Ashura Mix),BanYa & DM Ashura,s,s,16,https://piugame.com/data/song_img/eceb8a4cdce908dd6ef8851eb74883bf.png
ヨロピク ピクヨロ！Yoropiku Pikuyoro !,ヨロピク ピクヨロ！Yoropiku Pikuyoro !,バクステ外神田一丁目 Bakusute Sotokanda Icchome,s,s,15,https://piugame.com/data/song_img/a3f59503b1c4eae7f27fe2ba8ca405af.png
Asterios -ReEntry-,Asterios -ReEntry-,ATAS ,d,d,18,https://piugame.com/data/song_img/0dc58227912960f525b0de185ab43eb1.png
Hungarian Dance V,Hungarian Dance V,Banya Production,d,d,21,https://piugame.com/data/song_img/ab07f8e1efa8abf5d3f6b72e8909a409.png
Beat of The War 2,Beat of The War 2,BanYa,s,s,17,https://piugame.com/data/song_img/25aa93c9dd7da88d659ebf3704eb9b59.png
Moment Day,Moment Day,MAX,s,s,18,https://piugame.com/data/song_img/2331375eb67334306cd7d189c75d1e09.png
Necromancy,Necromancy,Zircon,d,d,15,https://piugame.com/data/song_img/79fbf23383fdf73812bf805d7580eb45.png
Necromancy,Necromancy,Zircon,d,d,23,https://piugame.com/data/song_img/79fbf23383fdf73812bf805d7580eb45.png
Chimera,Chimera,YAHPP,d,d,22,https://piugame.com/data/song_img/29515cbcd2bb2db30c23ed5228cdf93d.png
Utopia,Utopia,Smiley,s,s,10,https://piugame.com/data/song_img/00843a3856bebbb34316d9c8368e23a1.png
Imprinting,Imprinting,Sakuzyo,s,s,04,https://piugame.com/data/song_img/32c419f173c4eeb2b9f9f92308c60996.png
Nyarlathotep,Nyarlathotep,Nato,s,s,21,https://piugame.com/data/song_img/3f02cf4ddbf100d3656ce0d334f63e6f.png
Higgledy Piggledy,Higgledy Piggledy,Banya Production,d,d,16,https://piugame.com/data/song_img/3eda55e20c4c47e4f52bbaa001de7dcd.png
X-Tream,X-Tream,BanYa,s,s,15,https://piugame.com/data/song_img/4e7c1231681e92e215f24ebf14125f90.png
Poseidon,Poseidon,Quree,d,d,22,https://piugame.com/data/song_img/de96638880924993fd3617fc5b5d2d8a.png
Jump,Jump,BanYa,d,d,18,https://piugame.com/data/song_img/d16a44c146acc69d27b21bf631cdeca2.png
Vacuum Cleaner,Vacuum Cleaner,Doin,s,s,20,https://piugame.com/data/song_img/5bd3e6508c6ef691a52d8e12149c4b93.png
THE REVOLUTION,THE REVOLUTION,MAX & DOOM,d,d,19,https://piugame.com/data/song_img/196fff47b6e9c56211ad4aeae0e1dbed.png
La Cinquantaine,La Cinquantaine,Pory,s,s,05,https://piugame.com/data/song_img/d988b4007f854cb5291f4a92473f913b.png
Star Command,Star Command,Zircon,s,s,13,https://piugame.com/data/song_img/6a06a2eec3aba4df950aa666233999b6.png
Lucid(PIU Edit),Lucid(PIU Edit),Yak Won,d,d,23,https://piugame.com/data/song_img/6fe5afa657a81021fbf2da64981eb034.png
Silver Beat feat. ChisaUezono,Silver Beat feat. ChisaUezono,Tatsh,s,s,16,https://piugame.com/data/song_img/c4b69bc29223fecd215299e13986bb08.png
Kitty Cat,Kitty Cat,Coconut,d,d,15,https://piugame.com/data/song_img/8f11c284b028ea874be1526d5888ac0a.png
Super Stylin',Super Stylin',Warak,d,d,10,https://piugame.com/data/song_img/d73903b1c8e826d1f60d67d622affaf9.png
Forgotten Vampire,Forgotten Vampire,WyvernP,s,s,06,https://piugame.com/data/song_img/07eef7f1a5338abedaeb031a0d8ee876.png
Le Grand Rouge,Le Grand Rouge,KIEN,d,d,22,https://piugame.com/data/song_img/c30c986da13777b364dbb808b94f49ad.png
Crossing Delta,Crossing Delta,t+pazolite+Ginkiha+Hommarju,d,d,21,https://piugame.com/data/song_img/0b7657d770d540518fda905a6966e263.png
Cutie Song,Cutie Song,Memme,d,d,21,https://piugame.com/data/song_img/407e597c70954fc0925b41cd905ca913.png
U GOT 2 KNOW,U GOT 2 KNOW,MAX,s,s,19,https://piugame.com/data/song_img/8075ad3bc1d71a6a2d42313eff1ecd98.png
Faster Z,Faster Z,YAHPP,d,d,23,https://piugame.com/data/song_img/e1cf59e8f3867e354df5e8271bd92e63.png
PRIME,PRIME,Tatsh,d,d,21,https://piugame.com/data/song_img/b884420c531d98a83a9746e76cd31fa2.png
Transacaglia in G-minor,Transacaglia in G-minor,ATAS,d,d,18,https://piugame.com/data/song_img/6ab64a47eb8f394982c46a09a416c160.png
Dolly KiSS,Dolly KiSS,SID-SOUND,s,s,17,https://piugame.com/data/song_img/67f1a29eee0674f3bbae81bc83574cb3.png
